Chemical Name,CAS RN,Hazardous_Traits
"1,2-Bis(2,4,6-tribromophenoxy)ethane (BTBPE)",37853-59-1,Endocrine Toxicity
"1,2-Bis(2,4,6-tribromophenoxy)ethane (BTBPE)",37853-59-1,Environmental Persistence
"1,2-Bis(2-methoxyethoxy)ethane",112-49-2,Reproductive Toxicity
"1,2-Dibromo-3-chloropropane (DBCP)",96-12-8,Carcinogenicity
"1,2-Dibromo-3-chloropropane (DBCP)",96-12-8,Genotoxicity
"1,2-Dibromo-3-chloropropane (DBCP)",96-12-8,Nephrotoxicity and Other Toxicity to the Urinary System
"1,2-Dibromo-3-chloropropane (DBCP)",96-12-8,Neurotoxicity
"1,2-Dibromo-3-chloropropane (DBCP)",96-12-8,Reproductive Toxicity
"1,2-Dibromo-4-(1,2-dibromoethyl)cyclohexane",3322-93-8,Genotoxicity
"1,2-Dibromo-4-(1,2-dibromoethyl)cyclohexane",3322-93-8,Reproductive Toxicity
"1,2-Dibromoethane",106-93-4,Carcinogenicity
"1,2-Dibromoethane",106-93-4,Developmental Toxicity
"1,2-Dibromoethane",106-93-4,Hepatotoxicity and Digestive System Toxicity
"1,2-Dibromoethane",106-93-4,Nephrotoxicity and Other Toxicity to the Urinary System
"1,2-Dibromoethane",106-93-4,Reproductive Toxicity
"1,2-Dichlorobenzene",95-50-1,Dermatotoxicity
"1,2-Dichlorobenzene",95-50-1,Endocrine Toxicity
"1,2-Dichlorobenzene",95-50-1,Hematotoxicity
"1,2-Dichlorobenzene",95-50-1,Hepatotoxicity and Digestive System Toxicity
"1,2-Dichlorobenzene",95-50-1,Nephrotoxicity and Other Toxicity to the Urinary System
"1,2-Dichlorobenzene",95-50-1,Neurotoxicity
"1,2-Dichlorobenzene",95-50-1,Ocular Toxicity
"1,2-Dichlorobenzene",95-50-1,Respiratory Toxicity
"1,2-Dichloro-prop-1-ene",563-54-2,Environmental tox
"1,2-dichloropropane",78-87-5,Carcinogenicity
"1,2-dichloropropane",78-87-5,Neurotoxicity
"1,2-dichloropropane",78-87-5,Respiratory Toxicity
"1,2-dichloropropylene",563-54-2,Environmental tox
"1,2-Diethoxyethane",629-14-1,Reproductive Toxicity
"1,2-Diethylhydrazine",1615-80-1,Carcinogenicity
"1,2-Dimethoxyethane",110-71-4,Reproductive Toxicity
"1,2-Dimethylhydrazine",540-73-8,Carcinogenicity
"1,2-Dimethylhydrazine",540-73-8,Neurotoxicity
"1,2-Diphenylhydrazine",122-66-7,Carcinogenicity
"1,2-Epoxybutane",106-88-7,Carcinogenicity
"1,2-Epoxybutane",106-88-7,Cardiovascular Toxicity
"1,2-Epoxybutane",106-88-7,Respiratory Toxicity
"1,3,4,6,7,8-Hexahydro-4,6,6,7,8,8-hexamethylcyclopenta-?-2-benzopyran",1222-05-5,Fragrance Allergen
"1,3,5-Triazine, 2,4-dimethoxy-6-(1-pyrenyl)-",3271-22-5,Bioaccumulation
"1,3,5-Triazine, 2,4-dimethoxy-6-(1-pyrenyl)-",3271-22-5,Environmental Persistence
"1,3,5-Tribromobenzene",626-39-1,Bioaccumulation
"1,3,5-Tribromobenzene",626-39-1,Environmental Persistence
"1,3,5-Trichlorobenzene",108-70-3,Bioaccumulation
"1,3,5-Trichlorobenzene",108-70-3,Environmental Persistence
"1,3,5-Triglycidyl-s-triazinetrione, 1,3,5-tris(oxiranylmethyl)-1,3,5-triazine-2,4,6(1H,3H,5H)-trione",2451-62-9,Genotoxicity
"1,3,5-Trimethylbenzene",108-67-8,Nephrotoxicity and Other Toxicity to the Urinary System
"1,3,5-Trimethylbenzene",108-67-8,Neurotoxicity
"1,3,5-Trinitrobenzene",99-35-4,Neurotoxicity
"1,3,5-tris-[(2S and 2R)-2,3-epoxypropyl]-1,3,5-triazine-2,4,6-(1H,3H,5H)-trione",59653-74-6,Genotoxicity
"1,3-Benzenedicarbonitrile, 2-[[4-[[2-(acetyloxy)ethyl] butylamino]-2-methylphenyl]azo]-5-nitro-",72828-64-9,Bioaccumulation
"1,3-Benzenedicarbonitrile, 2-[[4-[[2-(acetyloxy)ethyl] butylamino]-2-methylphenyl]azo]-5-nitro-",72828-64-9,Environmental Persistence
"1,3-Butadiene",106-99-0,Carcinogenicity
"1,3-Butadiene",106-99-0,Developmental Toxicity
"1,3-Butadiene",106-99-0,Genotoxicity
"1,3-Butadiene",106-99-0,Neurotoxicity
"1,3-Butadiene",106-99-0,Reproductive Toxicity
"1,3-Butadiene",106-99-0,Respiratory Toxicity
"1,3-Dichloro-2-propanol (1,3-DCP)",96-23-1,Carcinogenicity
"1,3-Dichlorobenzene (Dichlorobenzenes mixed isomers CAS RN: 25321-22-6)",541-73-1,Endocrine Toxicity
"1,3-Dichlorobenzene (Dichlorobenzenes mixed isomers CAS RN: 25321-22-6)",541-73-1,Hepatotoxicity and Digestive System Toxicity
"1,3-Dichlorobenzene (Dichlorobenzenes mixed isomers CAS RN: 25321-22-6)",541-73-1,Nephrotoxicity and Other Toxicity to the Urinary System
"1,3-Dichloropropene",542-75-6,Carcinogenicity
"1,3-Dichloropropene",542-75-6,Dermatotoxicity
"1,3-Dichloropropene",542-75-6,Hepatotoxicity and Digestive System Toxicity
"1,3-Dinitrobenzene",99-65-0,Neurotoxicity
"1,3-Dinitrobenzene",99-65-0,Reproductive Toxicity
"1,3-Dinitropyrene",75321-20-9,Carcinogenicity
"1,3-Dioxane, 2-(2,4-dimethyl-3-cyclohexen-1-yl)-5-methyl-5-(1-methylpropyl)-",117933-89-8,Bioaccumulation
"1,3-Dioxane, 2-(2,4-dimethyl-3-cyclohexen-1-yl)-5-methyl-5-(1-methylpropyl)-", 186309-28-4,Bioaccumulation
"1,3-Dioxane, 2-(2,4-dimethyl-3-cyclohexen-1-yl)-5-methyl-5-(1-methylpropyl)-",117933-89-8,Environmental Persistence
"1,3-Dioxane, 2-(2,4-dimethyl-3-cyclohexen-1-yl)-5-methyl-5-(1-methylpropyl)-", 186309-28-4,Environmental Persistence
"1,3-Dioxane, 2-[(1R,2R)-2,4-dimethyl-3-cyclohexen-1-yl]-5-methyl-5-(1-methylpropyl)-, cis-",676367-05-8,Bioaccumulation
"1,3-Dioxane, 2-[(1R,2R)-2,4-dimethyl-3-cyclohexen-1-yl]-5-methyl-5-(1-methylpropyl)-, cis-",676367-05-8,Environmental Persistence
"1,3-Dioxane, 2-[(1R,2R)-2,4-dimethyl-3-cyclohexen-1-yl]-5-methyl-5-(1-methylpropyl)-, cis-rel-",343934-04-3,Bioaccumulation
"1,3-Dioxane, 2-[(1R,2R)-2,4-dimethyl-3-cyclohexen-1-yl]-5-methyl-5-(1-methylpropyl)-, cis-rel-",343934-04-3,Environmental Persistence
"1,3-Dioxane, 2-[(1R,2R)-2,4-dimethyl-3-cyclohexen-1-yl]-5-methyl-5-(1-methylpropyl)-, trans-",676367-09-2,Bioaccumulation
"1,3-Dioxane, 2-[(1R,2R)-2,4-dimethyl-3-cyclohexen-1-yl]-5-methyl-5-(1-methylpropyl)-, trans-",676367-09-2,Environmental Persistence
"1,3-Dioxane, 2-[(1R,2R)-2,4-dimethyl-3-cyclohexen-1-yl]-5-methyl-5-(1-methylpropyl)-, trans-rel-",343934-05-4,Bioaccumulation
"1,3-Dioxane, 2-[(1R,2R)-2,4-dimethyl-3-cyclohexen-1-yl]-5-methyl-5-(1-methylpropyl)-, trans-rel-",343934-05-4,Environmental Persistence
"1,3-Dioxane, 2-[(1R,2S)-2,4-dimethyl-3-cyclohexen-1-yl]-5-methyl-5-(1-methylpropyl)-, cis-",676367-04-7,Bioaccumulation
"1,3-Dioxane, 2-[(1R,2S)-2,4-dimethyl-3-cyclohexen-1-yl]-5-methyl-5-(1-methylpropyl)-, cis-",676367-04-7,Environmental Persistence
"1,3-Dioxane, 2-[(1R,2S)-2,4-dimethyl-3-cyclohexen-1-yl]-5-methyl-5-(1-methylpropyl)-, trans-",676367-08-1,Bioaccumulation
"1,3-Dioxane, 2-[(1R,2S)-2,4-dimethyl-3-cyclohexen-1-yl]-5-methyl-5-(1-methylpropyl)-, trans-",676367-08-1,Environmental Persistence
"1,3-Dioxane, 2-[(1S,2R)-2,4-dimethyl-3-cyclohexen-1-yl]-5-methyl-5-(1-methylpropyl)-, cis-",676367-03-6,Bioaccumulation
"1,3-Dioxane, 2-[(1S,2R)-2,4-dimethyl-3-cyclohexen-1-yl]-5-methyl-5-(1-methylpropyl)-, cis-",676367-03-6,Environmental Persistence
"1,3-Dioxane, 2-[(1S,2R)-2,4-dimethyl-3-cyclohexen-1-yl]-5-methyl-5-(1-methylpropyl)-, trans-",676367-07-0,Bioaccumulation
"1,3-Dioxane, 2-[(1S,2R)-2,4-dimethyl-3-cyclohexen-1-yl]-5-methyl-5-(1-methylpropyl)-, trans-",676367-07-0,Environmental Persistence
"1,3-Dioxane, 2-[(1S,2S)-2,4-dimethyl-3-cyclohexen-1-yl]-5-methyl-5-(1-methylpropyl)-, cis-",676367-02-5,Bioaccumulation
"1,3-Dioxane, 2-[(1S,2S)-2,4-dimethyl-3-cyclohexen-1-yl]-5-methyl-5-(1-methylpropyl)-, cis-",676367-02-5,Environmental Persistence
"1,3-Dioxane, 2-[(1S,2S)-2,4-dimethyl-3-cyclohexen-1-yl]-5-methyl-5-(1-methylpropyl)-, trans-",676367-06-9,Bioaccumulation
"1,3-Dioxane, 2-[(1S,2S)-2,4-dimethyl-3-cyclohexen-1-yl]-5-methyl-5-(1-methylpropyl)-, trans-",676367-06-9,Environmental Persistence
"1,3-Propane sultone",1120-71-4,Carcinogenicity
"1,4-Benzenediamine, N,N'-di-2-naphthalenyl-",93-46-9,Bioaccumulation
"1,4-Benzenediamine, N,N'-di-2-naphthalenyl-",93-46-9,Environmental Persistence
"1,4-Benzenediamine, N,N'-mixed Ph and tolyl derivs.",68953-84-4,Bioaccumulation
"1,4-Benzenediamine, N,N'-mixed Ph and tolyl derivs.",68953-84-4,Environmental Persistence
"1,4-Benzenediamine, N,N'-mixed phenyl, tolyl and xylyl derivs.",68478-45-5,Bioaccumulation
"1,4-Benzenediamine, N,N'-mixed phenyl, tolyl and xylyl derivs.",68478-45-5,Environmental Persistence
"1,4-Butanediol Dimethanesulfonate",55-98-1,Carcinogenicity
"1,4-Butanediol Dimethanesulfonate",55-98-1,Developmental Toxicity
"1,4-Dichloro-2-butene",764-41-0,Carcinogenicity
"1,4-Dichloro-2-nitrobenzene",89-61-2,Carcinogenicity
"1,4-Dichlorobenzene",106-46-7,Carcinogenicity
"1,4-Dichlorobenzene",106-46-7,Dermatotoxicity
"1,4-Dichlorobenzene",106-46-7,Hepatotoxicity and Digestive System Toxicity
"1,4-Dichlorobenzene",106-46-7,Nephrotoxicity and Other Toxicity to the Urinary System
"1,4-Dichlorobenzene",106-46-7,Neurotoxicity
"1,4-Dichlorobenzene",106-46-7,Ocular Toxicity
"1,4-Dichlorobenzene",106-46-7,Reproductive Toxicity
"1,4-Dichlorobenzene",106-46-7,Respiratory Toxicity
"1,4-Dioxane",123-91-1,Carcinogenicity
"1,4-Dioxane",123-91-1,Hematotoxicity
"1,4-Dioxane",123-91-1,Hepatotoxicity and Digestive System Toxicity
"1,4-Dioxane",123-91-1,Nephrotoxicity and Other Toxicity to the Urinary System
"1,4-Dioxane",123-91-1,Neurotoxicity
"1,4-Dioxane",123-91-1,Ocular Toxicity
"1,4-Dioxane",123-91-1,Respiratory Toxicity
"1,5-naphthylene diisocyanate",3173-72-6,Respiratory Toxicity
"1,6-Dinitropyrene",42397-64-8,Carcinogenicity
"1,6-Octadien-3-ol, 3,7-dimethyl-",78-70-6,Fragrance Allergen
"1,7,7-trimethyl-3-(phenylmethylene)bicyclo[2.2.1]heptan-2-one",15087-24-8,Endocrine Toxicity
"1,7-Naphthalenedisulfonic acid, 6-[[2-(2-cyclohexylphenoxy) phenyl]azo]-4-[[(2,4-dichlorophenoxy)acetyl]amino ]-5-hydroxy-, disodium salt",83027-52-5,Bioaccumulation
"1,7-Naphthalenedisulfonic acid, 6-[[2-(2-cyclohexylphenoxy) phenyl]azo]-4-[[(2,4-dichlorophenoxy)acetyl]amino ]-5-hydroxy-, disodium salt",83027-52-5,Environmental Persistence
"1,7-Naphthalenedisulfonic acid, 6-[[2-(4-cyclohexylphenoxy) phenyl]azo]-4-[[(2,4-dichlorophenoxy)acetyl]amino ]-5-hydroxy-, disodium salt",83027-51-4,Bioaccumulation
"1,7-Naphthalenedisulfonic acid, 6-[[2-(4-cyclohexylphenoxy) phenyl]azo]-4-[[(2,4-dichlorophenoxy)acetyl]amino ]-5-hydroxy-, disodium salt",83027-51-4,Environmental Persistence
"1,8-Dinitropyrene",42397-65-9,Carcinogenicity
1-[(5-Nitrofurfurylidene)amino]-2-imidazolidinone,555-84-0,Carcinogenicity
10:2 Fluorotelomer acrylate,17741-60-5,Bioaccumulation
10:2 Fluorotelomer acrylate,17741-60-5,Carcinogenicity
10:2 Fluorotelomer acrylate,17741-60-5,Developmental Toxicity
10:2 Fluorotelomer acrylate,17741-60-5,Endocrine Toxicity
10:2 Fluorotelomer acrylate,17741-60-5,Hepatotoxicity and Digestive System Toxicity
10:2 Fluorotelomer acrylate,17741-60-5,Immunotoxicity
10:2 Fluorotelomer acrylate,17741-60-5,Reproductive Toxicity
10:2 Fluorotelomer carboxylic acid (10:2 FTCA),53826-13-4,Bioaccumulation
10:2 Fluorotelomer carboxylic acid (10:2 FTCA),53826-13-4,Carcinogenicity
10:2 Fluorotelomer carboxylic acid (10:2 FTCA),53826-13-4,Developmental Toxicity
10:2 Fluorotelomer carboxylic acid (10:2 FTCA),53826-13-4,Endocrine Toxicity
10:2 Fluorotelomer carboxylic acid (10:2 FTCA),53826-13-4,Hepatotoxicity and Digestive System Toxicity
10:2 Fluorotelomer carboxylic acid (10:2 FTCA),53826-13-4,Immunotoxicity
10:2 Fluorotelomer carboxylic acid (10:2 FTCA),53826-13-4,Reproductive Toxicity
10:2 Fluorotelomer unsaturated carboxylic acid (10:2 FTUCA),70887-94-4,Bioaccumulation
10:2 Fluorotelomer unsaturated carboxylic acid (10:2 FTUCA),70887-94-4,Carcinogenicity
10:2 Fluorotelomer unsaturated carboxylic acid (10:2 FTUCA),70887-94-4,Developmental Toxicity
10:2 Fluorotelomer unsaturated carboxylic acid (10:2 FTUCA),70887-94-4,Endocrine Toxicity
10:2 Fluorotelomer unsaturated carboxylic acid (10:2 FTUCA),70887-94-4,Hepatotoxicity and Digestive System Toxicity
10:2 Fluorotelomer unsaturated carboxylic acid (10:2 FTUCA),70887-94-4,Immunotoxicity
10:2 Fluorotelomer unsaturated carboxylic acid (10:2 FTUCA),70887-94-4,Reproductive Toxicity
"10H-Phenothiazine, 10-[3-(4-methyl-1-piperazinyl) propyl]-2-(trifluoromethyl)-, dihydrochloride",440-17-5,Bioaccumulation
"10H-Phenothiazine, 10-[3-(4-methyl-1-piperazinyl) propyl]-2-(trifluoromethyl)-, dihydrochloride",440-17-5,Environmental Persistence
"10H-Phenothiazine, 2-chloro-10-[3-(4-methyl-1-piperazinyl)propyl]-",58-38-8,Bioaccumulation
"10H-Phenothiazine, 2-chloro-10-[3-(4-methyl-1-piperazinyl)propyl]-",58-38-8,Environmental Persistence
"14-(nonylphenoxy)-3,6,9,12-tetraoxatetradecan-1-ol",26264-02-8,Endocrine Toxicity
"17-(4-nonylphenoxy)-3,6,9,12,15-pentaoxaheptadecan-1-ol",34166-38-6,Endocrine toxicity
"1-Amino-2,4-dibromoanthraquinone",81-49-2,Carcinogenicity
1-Amino-2-methylanthraquinone,82-28-0,Carcinogenicity
1-Bromo-3-chloropropane,109-70-6,Carcinogenicity
1-Bromopropane (1-BP),106-94-5,Carcinogenicity
1-Bromopropane (1-BP),106-94-5,Developmental Toxicity
1-Bromopropane (1-BP),106-94-5,Neurotoxicity
1-Bromopropane (1-BP),106-94-5,Reproductive Toxicity
1-Butyl glycidyl ether,2426-08-6,Carcinogenicity
1-Chloro-4-nitrobenzene,100-00-5,Carcinogenicity
"1-Decanol, 3,3,4,4,5,5,6,6,7,7,8,8,9, 9,10,10,10-heptadecafluoro-",678-39-7,Bioaccumulation
"1-Decanol, 3,3,4,4,5,5,6,6,7,7,8,8,9, 9,10,10,10-heptadecafluoro-",678-39-7,Environmental Persistence
"1H-Benzimidazolium, 5,6-dichloro-2-[3-(5,6-dichloro- 1,3-diethyl-1,3-dihydro-2H-benzimidazol-2-ylidene )-1-propenyl]-1-ethyl-3-(3-sulfobutyl)-, hydroxide, inner salt",28118-10-7,Bioaccumulation
"1H-Benzimidazolium, 5,6-dichloro-2-[3-(5,6-dichloro- 1,3-diethyl-1,3-dihydro-2H-benzimidazol-2-ylidene )-1-propenyl]-1-ethyl-3-(3-sulfobutyl)-, hydroxide, inner salt",28118-10-7,Environmental Persistence
"1-Heptanesulfonamide, 1,1,2,2,3,3,4,4,5,5,6,6,7, 7,7-pentadecafluoro-N-(2-hydroxyethyl)-N-methyl-",28118-10-7,Bioaccumulation
"1-Heptanesulfonamide, 1,1,2,2,3,3,4,4,5,5,6,6,7, 7,7-pentadecafluoro-N-(2-hydroxyethyl)-N-methyl-",28118-10-7,Environmental Persistence
"1-Heptanesulfonamide, 1,1,2,2,3,3,4,4,5,5,6,6,7, 7,7-pentadecafluoro-N-methyl-",68259-14-3,Bioaccumulation
"1-Heptanesulfonamide, 1,1,2,2,3,3,4,4,5,5,6,6,7, 7,7-pentadecafluoro-N-methyl-",68259-14-3,Environmental Persistence
"1-Heptanesulfonamide, N-[3-(dimethylamino)propyl] -1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro- , monohydrochloride",67940-02-7,Bioaccumulation
"1-Heptanesulfonamide, N-[3-(dimethylamino)propyl] -1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro- , monohydrochloride",67940-02-7,Environmental Persistence
"1-Heptanesulfonamide, N-ethyl-1,1,2,2,3,3,4,4,5, 5,6,6,7,7,7-pentadecafluoro-",68957-62-0,Bioaccumulation
"1-Heptanesulfonamide, N-ethyl-1,1,2,2,3,3,4,4,5, 5,6,6,7,7,7-pentadecafluoro-",68957-62-0,Environmental Persistence
"1-Heptanesulfonamide, N-ethyl-1,1,2,2,3,3,4,4,5, 5,6,6,7,7,7-pentadecafluoro-N-(2-hydroxyethyl)-",68555-73-7,Bioaccumulation
"1-Heptanesulfonamide, N-ethyl-1,1,2,2,3,3,4,4,5, 5,6,6,7,7,7-pentadecafluoro-N-(2-hydroxyethyl)-",68555-73-7,Environmental Persistence
"1-Heptanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-, ammonium salt",68259-07-4,Bioaccumulation
"1-Heptanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-, ammonium salt",68259-07-4,Environmental Persistence
"1-Heptanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-, compd. with 2,2'-iminobis[ethanol] (1:1)",70225-15-9,Bioaccumulation
"1-Heptanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-, compd. with 2,2'-iminobis[ethanol] (1:1)",70225-15-9,Environmental Persistence
"1-Hexanesulfonamide, 1,1,2,2,3,3,4,4,5,5,6,6,6- tridecafluoro-N-(2-hydroxyethyl)-N-methyl-",68555-75-9,Bioaccumulation
"1-Hexanesulfonamide, 1,1,2,2,3,3,4,4,5,5,6,6,6- tridecafluoro-N-(2-hydroxyethyl)-N-methyl-",68555-75-9,Environmental Persistence
"1-Hexanesulfonamide, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-N-methyl-",68259-15-4,Bioaccumulation
"1-Hexanesulfonamide, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-N-methyl-",68259-15-4,Environmental Persistence
"1-Hexanesulfonamide, N-ethyl-1,1,2,2,3,3,4,4,5, 5,6,6,6-tridecafluoro-N-(2-hydroxyethyl)-",34455-03-3,Bioaccumulation
"1-Hexanesulfonamide, N-ethyl-1,1,2,2,3,3,4,4,5, 5,6,6,6-tridecafluoro-N-(2-hydroxyethyl)-",34455-03-3,Environmental Persistence
"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, cesium salt (1:1)",92011-17-1,Bioaccumulation
"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, cesium salt (1:1)",92011-17-1,Environmental Persistence
"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, compd. with N,N-diethylethanamine (1:1)",72033-41-1,Bioaccumulation
"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, compd. with N,N-diethylethanamine (1:1)",72033-41-1,Environmental Persistence
"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, compd. With pyrrolidine (1:1)",1187817-57-7,Bioaccumulation
"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, compd. With pyrrolidine (1:1)",1187817-57-7,Environmental Persistence
"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, compd.with 2-methyl-2-propanamine (1:1)",202189-84-2,Bioaccumulation
"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, compd.with 2-methyl-2-propanamine (1:1)",202189-84-2,Environmental Persistence
"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, gallium salt (9CI)",341035-71-0,Bioaccumulation
"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, gallium salt (9CI)",341035-71-0,Environmental Persistence
"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, lithium salt (1:1)",55120-77-9,Bioaccumulation
"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, lithium salt (1:1)",55120-77-9,Environmental Persistence
"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, neodymium(3+) salt (3:1)",41184-65-0,Bioaccumulation
"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, neodymium(3+) salt (3:1)",41184-65-0,Environmental Persistence
"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, scandium(3+) salt (3:1)",350836-93-0,Bioaccumulation
"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, scandium(3+) salt (3:1)",350836-93-0,Environmental Persistence
"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, sodium salt",82382-12-5,Bioaccumulation
"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, sodium salt",82382-12-5,Environmental Persistence
"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, yttrium(3+) salt (3:1)",41242-12-0,Bioaccumulation
"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, yttrium(3+) salt (3:1)",41242-12-0,Environmental Persistence
"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, zinc salt",70136-72-0,Bioaccumulation
"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, zinc salt",70136-72-0,Environmental Persistence
"1H-Imidazole, 1-[2-[(4-chlorophenyl)methoxy] -2-(2,4-dichlorophenyl)ethyl]-, mononitrate",24169-02-6,Bioaccumulation
"1H-Imidazole, 1-[2-[(4-chlorophenyl)methoxy] -2-(2,4-dichlorophenyl)ethyl]-, mononitrate",24169-02-6,Environmental Persistence
"1H-Imidazole-1-ethanol, a-(2,4-dichlorophenyl) -a-[2-(2,4-dichlorophenyl)cyclopropyl]-, [1a(R),2ß]-",108004-27-9,Bioaccumulation
"1H-Imidazole-1-ethanol, a-(2,4-dichlorophenyl) -a-[2-(2,4-dichlorophenyl)cyclopropyl]-, [1a(R),2ß]-",108004-27-9,Environmental Persistence
"1H-Indene, 2,3-dihydro-1,1,3,3,5-pentamethyl-4,6-dinitro-",116-66-5,Bioaccumulation
"1H-Indene, 2,3-dihydro-1,1,3,3,5-pentamethyl-4,6-dinitro-",116-66-5,Environmental Persistence
1-Hydroxyanthraquinone,129-43-1,Carcinogenicity
1-Methoxy-4-(1E)-1-propen-1-yl-benzene (trans-Anethole),104-46-1,Fragrance Allergen
1-Methoxy-4-(1E)-1-propen-1-yl-benzene (trans-Anethole), 4180-23-8,Fragrance Allergen
1-Methylnaphthalene,90-12-0,Neurotoxicity
"1-Naphthalenamine, 4-[(2-bromo-4,6-dinitrophenyl) azo]-N-(3-methoxypropyl)-",70660-55-8,Bioaccumulation
"1-Naphthalenamine, 4-[(2-bromo-4,6-dinitrophenyl) azo]-N-(3-methoxypropyl)-",70660-55-8,Environmental Persistence
"1-Naphthalenediazonium, 4-[[4-[(4-nitro-2-sulfophenyl) amino]phenyl]azo]-6-sulfo-, chloride, reaction products with formaldehyde and salicylic acid, ammonium sodium salts",114910-04-2,Bioaccumulation
"1-Naphthalenediazonium, 4-[[4-[(4-nitro-2-sulfophenyl) amino]phenyl]azo]-6-sulfo-, chloride, reaction products with formaldehyde and salicylic acid, ammonium sodium salts",114910-04-2,Environmental Persistence
"1-Naphthalenemethanol, a,a-bis[4-(diethylamino) phenyl]-4-(ethylamino)-",1325-86-6,Bioaccumulation
"1-Naphthalenemethanol, a,a-bis[4-(diethylamino) phenyl]-4-(ethylamino)-",1325-86-6,Environmental Persistence
"1-Naphthalenemethanol, a,a-bis[4-(dimethylamino) phenyl]-4-(methylphenylamino)-",1325-85-5,Bioaccumulation
"1-Naphthalenemethanol, a,a-bis[4-(dimethylamino) phenyl]-4-(methylphenylamino)-",1325-85-5,Environmental Persistence
"1-Naphthalenemethanol, a,a-bis[4-(dimethylamino) phenyl]-4-(phenylamino)-",6786-83-0,Bioaccumulation
"1-Naphthalenemethanol, a,a-bis[4-(dimethylamino) phenyl]-4-(phenylamino)-",6786-83-0,Environmental Persistence
"1-Naphthalenepropanol, a-ethenyldecahydro- 2-hydroxy-a,2,5,5,8a-pentamethyl-, [1R-[1a(R),2ß,4aß,8aa]]-",515-03-7,Bioaccumulation
"1-Naphthalenepropanol, a-ethenyldecahydro- 2-hydroxy-a,2,5,5,8a-pentamethyl-, [1R-[1a(R),2ß,4aß,8aa]]-",515-03-7,Environmental Persistence
"1-Naphthalenepropanol, a-ethenyldecahydro- 2-hydroxy-a,2,5,5,8a-pentamethyl-, [1R-[1a(R),2ß,4aß,8aa]]-",515-03-7,Fragrance Allergen
"1-Naphthalenesulfonic acid, 4-hydroxy-3-[[4'-[(1-hydroxy- 5-sulfo-2-naphthalenyl)azo]-3,3'-dimethyl[1,1' -biphenyl]-4-yl]azo]-, disodium salt",6420-06-0,Bioaccumulation
"1-Naphthalenesulfonic acid, 4-hydroxy-3-[[4'-[(1-hydroxy- 5-sulfo-2-naphthalenyl)azo]-3,3'-dimethyl[1,1' -biphenyl]-4-yl]azo]-, disodium salt",6420-06-0,Environmental Persistence
"1-Naphthalenol, 4-[(4-ethoxyphenyl)azo]-",6535-42-8,Bioaccumulation
"1-Naphthalenol, 4-[(4-ethoxyphenyl)azo]-",6535-42-8,Environmental Persistence
1-Naphthylamine,134-32-7,Carcinogenicity
